Player,Date,OPP,Result,MIN,FG,FG%,3PT,3P%,FT,FT%,REB,AST,BLK,STL,PF,TO,PTS,rebounds/min,assists/min,blocks/min,stls/min,fouls/min,points/min,turnovers/min
robinson-idehen,Thu 1/13,@LBSU,L65-58,22.0,2-5,40.0,0-0,0.0,0-0,0.0,4.0,0.0,2.0,1.0,4.0,0.0,4.0,0.18,0.0,0.09090909090909091,0.05,0.18,0.18,0.0
robinson-idehen,Wed 12/22,vsIDST,W56-43,17.0,3-5,60.0,0-0,0.0,1-2,50.0,2.0,1.0,1.0,0.0,1.0,1.0,7.0,0.12,0.06,0.058823529411764705,0.0,0.06,0.41,0.06
robinson-idehen,Sun 12/19,vsFAMU,W73-62,17.0,3-5,60.0,0-0,0.0,2-5,40.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,0.18,0.0,0.0,0.0,0.06,0.47,0.0
robinson-idehen,Tue 12/14,@PAC,L80-71 OT,18.0,3-5,60.0,0-0,0.0,2-2,100.0,5.0,0.0,0.0,0.0,1.0,1.0,8.0,0.28,0.0,0.0,0.0,0.06,0.44,0.06
robinson-idehen,Sat 12/11,@SMC,L80-59,18.0,4-8,50.0,0-0,0.0,0-0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,8.0,0.17,0.0,0.0,0.11,0.17,0.44,0.11
robinson-idehen,Sun 12/5,vsCLU,W87-66,16.0,3-6,50.0,0-0,0.0,0-0,0.0,7.0,0.0,2.0,0.0,1.0,1.0,6.0,0.44,0.0,0.125,0.0,0.06,0.38,0.06
robinson-idehen,Fri 12/3,vsPEPP,W86-74,21.0,3-4,75.0,0-0,0.0,2-3,66.7,5.0,0.0,2.0,0.0,1.0,0.0,8.0,0.24,0.0,0.09523809523809523,0.0,0.05,0.38,0.0
robinson-idehen,Mon 11/29,vsUTA,L70-62,19.0,4-5,80.0,0-0,0.0,3-4,75.0,4.0,0.0,2.0,0.0,2.0,1.0,11.0,0.21,0.0,0.10526315789473684,0.0,0.11,0.58,0.05
robinson-idehen,Wed 11/24,vsUAPB,W86-58,13.0,4-6,66.7,0-0,0.0,5-6,83.3,0.0,0.0,1.0,0.0,2.0,2.0,13.0,0.0,0.0,0.07692307692307693,0.0,0.15,1.0,0.15
robinson-idehen,Sat 11/20,vsCHIC,W81-50,16.0,1-2,50.0,0-0,0.0,1-2,50.0,4.0,0.0,5.0,0.0,3.0,3.0,3.0,0.25,0.0,0.3125,0.0,0.19,0.19,0.19
robinson-idehen,Mon 11/15,@WSU,L73-65,13.0,2-2,100.0,0-0,0.0,2-5,40.0,2.0,0.0,0.0,0.0,3.0,0.0,6.0,0.15,0.0,0.0,0.0,0.23,0.46,0.0
robinson-idehen,Wed 11/10,vsSFSU,W119-65,15.0,1-2,50.0,0-0,0.0,1-2,50.0,11.0,1.0,3.0,1.0,3.0,1.0,3.0,0.73,0.07,0.2,0.07,0.2,0.2,0.07
sekou-toure,Fri 3/11,vsLBSU,L67-64,12.0,1-2,50.0,0-1,0.0,0-0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,2.0,0.08,0.33,0.0,0.0,0.25,0.17,0.0
sekou-toure,Thu 3/10,vsUCI,W78-69,5.0,0-1,0.0,0-0,0.0,0-2,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0
sekou-toure,Thu 3/3,vsHAW,W67-60,2.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sekou-toure,Tue 3/1,vsCSUN,W70-61,4.0,1-2,50.0,0-1,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0
sekou-toure,Sat 2/26,@UCR,W97-90 2OT,11.0,1-1,100.0,0-0,0.0,0-0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.09,0.0,0.0,0.09,0.0,0.18,0.18
sekou-toure,Thu 2/24,@UCD,W76-69 OT,4.0,0-1,0.0,0-0,0.0,2-2,100.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0
sekou-toure,Sat 2/19,vsLBSU,W84-71,6.0,0-1,0.0,0-0,0.0,1-2,50.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.17,0.0
sekou-toure,Thu 2/17,vsCSUF,L67-58,7.0,0-2,0.0,0-2,0.0,0-0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.0
sekou-toure,Sat 2/12,@CP,W69-64,8.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.125,0.25,0.12,0.0,0.25
sekou-toure,Thu 2/10,@CSUB,W74-62,15.0,1-2,50.0,0-0,0.0,0-0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,2.0,0.07,0.07,0.0,0.0,0.27,0.13,0.07
sekou-toure,Sat 2/5,vsUCSD,W84-48,16.0,1-2,50.0,0-0,0.0,0-0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,0.12,0.19,0.0,0.06,0.12,0.12,0.0
sekou-toure,Thu 2/3,vsUCI,L53-52,3.0,1-1,100.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0
sekou-toure,Sat 1/29,@HAW,L65-62,14.0,0-2,0.0,0-1,0.0,0-0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.29,0.07,0.0,0.07,0.0,0.0,0.0
sekou-toure,Tue 1/25,@CSUN,W72-45,14.0,1-3,33.3,0-1,0.0,0-2,0.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,0.21,0.07,0.0,0.0,0.14,0.14,0.0
sekou-toure,Sat 1/15,@CSUF,L79-73,16.0,2-3,66.7,1-2,50.0,0-0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,5.0,0.12,0.12,0.0,0.0,0.06,0.31,0.06
sekou-toure,Thu 1/13,@LBSU,L65-58,20.0,1-1,100.0,0-0,0.0,3-4,75.0,2.0,0.0,0.0,0.0,3.0,0.0,5.0,0.1,0.0,0.0,0.0,0.15,0.25,0.0
sekou-toure,Thu 12/30,@UCSD,L85-83 OT,36.0,3-6,50.0,0-1,0.0,1-2,50.0,8.0,2.0,0.0,0.0,5.0,2.0,7.0,0.22,0.06,0.0,0.0,0.14,0.19,0.06
sekou-toure,Wed 12/22,vsIDST,W56-43,7.0,1-1,100.0,0-0,0.0,0-2,0.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,0.43,0.29,0.0,0.0,0.14,0.29,0.29
sekou-toure,Sun 12/19,vsFAMU,W73-62,13.0,4-5,80.0,0-1,0.0,2-3,66.7,7.0,0.0,0.0,0.0,1.0,0.0,10.0,0.54,0.0,0.0,0.0,0.08,0.77,0.0
sekou-toure,Tue 12/14,@PAC,L80-71 OT,4.0,0-0,0.0,0-0,0.0,0-0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.25
sekou-toure,Sat 12/11,@SMC,L80-59,10.0,2-3,66.7,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0
sekou-toure,Sun 12/5,vsCLU,W87-66,15.0,1-5,20.0,0-3,0.0,0-0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,2.0,0.4,0.13,0.06666666666666667,0.0,0.0,0.13,0.0
sekou-toure,Fri 12/3,vsPEPP,W86-74,7.0,0-1,0.0,0-0,0.0,2-2,100.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.29,0.0,0.0,0.0,0.14,0.29,0.14
sekou-toure,Mon 11/29,vsUTA,L70-62,3.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sekou-toure,Wed 11/24,vsUAPB,W86-58,13.0,2-3,66.7,1-1,100.0,0-0,0.0,7.0,1.0,0.0,0.0,3.0,4.0,5.0,0.54,0.08,0.0,0.0,0.23,0.38,0.31
sekou-toure,Sat 11/20,vsCHIC,W81-50,11.0,0-1,0.0,0-1,0.0,3-4,75.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.36,0.0,0.0,0.09,0.0,0.27,0.0
sekou-toure,Mon 11/15,@WSU,L73-65,9.0,2-2,100.0,0-0,0.0,0-0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,0.11,0.0,0.0,0.0,0.11,0.44,0.22
sekou-toure,Wed 11/10,vsSFSU,W119-65,18.0,2-5,40.0,0-0,0.0,0-2,0.0,4.0,3.0,0.0,0.0,4.0,2.0,4.0,0.22,0.17,0.0,0.0,0.22,0.22,0.11
